Default,loan_amnt,int_rate,grade,emp_length,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_pymnt
0,15000,7.88%,A,5 years,4.05,0,0,,14,8213,15.10%,16386.79672
0,10000,13.85%,C,n/a,16.5,1,2,6,24,20800,29.90%,12065.9812
0,6000,12.73%,C,8 years,19.63,0,1,25,7,4987,56%,6834.379989
0,11000,7.51%,A,10+ years,8.87,0,0,,6,11157,45%,12319.78875
0,12000,10.99%,B,< 1 year,13.43,0,1,41,7,22853,58.70%,14088.66582
0,10000,10.99%,B,10+ years,24.67,0,1,,14,14287,17.90%,11785.27824
0,3000,7.14%,A,9 years,6.5,1,0,16,14,3021,4.80%,3341.641503
0,7000,10.62%,B,4 years,17.58,1,0,5,7,2805,14.60%,8205.886394
0,7000,7.88%,A,2 years,10.68,0,0,27,8,973,14.10%,7883.258776
0,10000,15.70%,D,3 years,3.29,0,0,64,7,4322,86.40%,12570.99942
0,20000,13.85%,C,3 years,23.45,0,1,,6,37642,93.90%,23027.51736
0,9600,9.88%,B,10+ years,17.06,0,1,,7,8153,62.70%,11132.54994
0,9600,7.51%,A,< 1 year,9.89,0,1,,5,3592,13.20%,10669.22156
0,8000,10.25%,B,10+ years,2.68,0,3,36,12,3194,5.10%,9327.407413
0,9600,13.85%,C,2 years,4.95,0,1,47,6,16733,70%,11029.76849
0,11600,13.48%,C,2 years,10.9,0,1,28,9,3715,26.50%,14155.13024
0,13350,14.59%,D,< 1 year,12.19,1,0,7,13,9410,72.40%,16563.95881
0,4200,11.36%,B,7 years,10.57,0,0,32,9,5634,30.50%,4893.185358
0,10000,10.25%,B,2 years,12.12,0,0,,9,10354,32%,11659.18762
0,5500,10.99%,B,10+ years,17.42,3,0,18,9,723,16.40%,6481.98508
0,3000,10.25%,B,< 1 year,23.61,0,2,,20,2325,9%,3402.597144
0,15000,7.88%,A,4 years,3.41,0,1,,9,36048,61.10%,16892.30452
0,9600,10.25%,B,2 years,14.88,0,1,81,10,7968,57.70%,11027.32551
0,25000,12.73%,C,10+ years,21.63,0,2,,10,13833,64.90%,28934.00683
0,12250,11.36%,B,1 year,21.68,1,1,15,10,15079,54%,14514.43547
0,5000,14.96%,D,4 years,13.24,0,0,,5,11375,87.20%,6236.573133
0,12000,14.22%,C,2 years,16.06,0,0,,7,15548,75.10%,14811.54284
1,17500,13.85%,C,3 years,22.18,0,3,79,10,38537,88%,16868
0,11000,14.22%,C,1 year,18.6,0,0,,6,16634,94.50%,13532.8188
0,10000,9.88%,B,6 years,19.61,0,1,,5,12652,66.20%,11210.32352
0,24000,12.73%,C,10+ years,15.27,0,0,31,9,9138,62.20%,27491.14429
1,8500,16.45%,E,< 1 year,15.83,0,0,,5,9306,97.60%,6203.99
0,8800,13.85%,C,7 years,12.77,0,1,,6,12326,92.70%,10804.81493
0,10000,7.51%,A,9 years,1.92,0,2,39,21,1569,2.40%,11113.76652
1,16500,16.45%,E,9 years,15.1,0,1,,8,19257,92.60%,8169.86
1,16000,14.22%,C,< 1 year,12.41,0,2,,11,33113,97.40%,3285.84
0,25000,11.36%,B,< 1 year,11.11,1,3,12,9,7462,33.80%,28869.81319
0,12000,7.88%,A,10+ years,16.27,0,2,,11,12311,24.90%,13513.3685
0,5000,10.99%,B,2 years,9.53,0,1,,6,3184,42.50%,5892.678622
0,10000,10.25%,B,3 years,11.04,0,2,,4,1297,49.90%,10991.3216
0,16000,13.11%,C,3 years,20.96,0,0,95,15,16327,70.10%,19251.39691
0,10000,7.88%,A,8 years,21.23,0,2,,11,9736,16.70%,11261.77046
0,12000,12.73%,C,8 years,18.35,1,0,5,9,12006,46.40%,13686.70819
0,6025,10.99%,B,< 1 year,9,0,3,,4,59,1.50%,6429.423674
0,6000,7.88%,A,8 years,10.3,0,0,74,7,1490,9.60%,6631.506051
0,6000,7.51%,A,1 year,6.64,0,1,,8,5999,19.50%,6719.672281
0,15000,10.25%,B,1 year,23.85,0,0,,10,27801,49.40%,16848.1369
0,15000,11.36%,B,2 years,4.1,0,2,,3,5694,21.20%,17773.69318
0,25000,19.04%,F,3 years,16.03,0,0,,2,33894,99.40%,33011.88465
0,20000,11.36%,B,5 years,15.28,0,2,,10,12880,61.70%,23696.85546
0,7000,11.36%,B,< 1 year,8.61,0,2,,6,9342,43.90%,8294.438144
0,25000,10.99%,B,4 years,10.24,0,2,,19,38139,41.80%,29441.93743
0,15000,9.88%,B,n/a,12.91,1,2,22,11,808,0.50%,17254.41805
0,13000,7.88%,A,10+ years,14.09,0,1,,13,28184,43.20%,14639.32638
0,10000,12.73%,C,3 years,8.71,0,0,,8,6907,29.30%,12100.37832
0,15000,11.36%,B,3 years,9,0,1,,4,7939,85.40%,17773.78607
0,25000,14.59%,D,< 1 year,14.64,0,0,,8,31675,64%,31083.11943
0,8000,10.62%,B,10+ years,17.92,0,0,28,4,28824,39.20%,9378.08471
1,8000,13.48%,C,6 years,13.07,0,0,,8,28539,94.50%,1673.81
0,13900,10.62%,B,3 years,15.41,0,0,,12,18519,55.80%,16294.37111
0,8000,7.14%,A,9 years,10.16,0,1,,14,21557,26.20%,8870.039704
0,20000,10.25%,B,4 years,4.11,0,0,,7,5081,40%,23318.15489
0,9700,13.85%,C,9 years,21.03,0,1,,14,57858,75.80%,11909.71182
1,20000,13.11%,C,1 year,14.29,0,0,31,11,21231,53.10%,23655.38
0,3000,10.62%,B,1 year,10.6,0,0,,5,7154,68.80%,3516.715917
0,20000,11.36%,B,10+ years,19.65,1,2,17,19,51027,41.80%,21231.15091
0,10000,10.25%,B,10+ years,15.17,0,1,74,13,8180,49.60%,11417.16626
0,16000,10.99%,B,3 years,20.18,0,1,,12,21370,33.80%,18856.2931
1,13750,12.73%,C,1 year,22.23,0,0,40,5,17053,77.70%,15701.69
0,3000,7.14%,A,5 years,12.85,0,0,,8,3210,12.70%,3260.087723
0,8000,12.73%,C,1 year,15.5,0,2,,9,9070,58.50%,8710.622035
0,20000,13.85%,C,8 years,13.15,0,0,29,7,8230,43.30%,24555.93231
0,13000,14.59%,D,1 year,13.64,0,0,,7,10525,80.30%,14538.02151
0,3500,7.88%,A,4 years,24.32,0,1,,8,2357,8.80%,3941.576855
0,7500,12.73%,C,8 years,11.91,1,2,8,8,6202,33.70%,9066.115231
0,6000,15.33%,D,3 years,11.26,0,0,,8,5446,70.70%,7523.897839
0,25000,10.99%,B,6 years,19.9,0,0,,5,8392,21.70%,27895.96153
0,6000,10.25%,B,7 years,14.9,0,0,,3,17905,56%,6995.494857
0,8200,7.88%,A,10+ years,12.23,0,2,81,12,8185,46%,9246.20369
0,20000,10.62%,B,1 year,12.58,0,0,,5,6011,33.40%,23444.21253
1,1000,10.25%,B,n/a,21.37,1,0,8,10,5430,48.90%,44.92
0,7300,7.88%,A,1 year,10.74,0,0,,6,8075,52.80%,7886.156302
0,10200,12.73%,C,< 1 year,9.6,0,3,29,9,17482,39.60%,12326.38771
0,20000,13.48%,C,< 1 year,20.5,0,2,,18,26669,62.30%,24426.29028
0,2000,11.36%,B,7 years,0.34,0,2,,4,218,14.50%,2235.492719
0,8000,15.33%,D,6 years,16.04,0,3,,8,25573,95.40%,9768.869226
0,2000,7.88%,A,4 years,21.56,0,1,,8,8344,42.80%,2252.242678
0,12000,10.99%,B,10+ years,19.25,0,1,,16,143499,73.80%,14130.83912
0,18000,13.48%,C,2 years,21.26,0,0,,8,27292,52.70%,21882.49467
0,1000,7.14%,A,< 1 year,16.99,0,1,,5,737,7.80%,1011.84
0,16800,13.85%,C,< 1 year,5.36,0,0,,5,11330,68.30%,18535.83924
0,6000,7.14%,A,2 years,17.26,0,0,,10,8039,34.40%,6683.477269
0,20000,13.11%,C,2 years,11.6,0,3,63,10,35052,61.10%,21781.72257
0,17400,13.48%,C,5 years,3.6,0,5,64,3,221,44.20%,21250.86946
0,6600,7.88%,A,5 years,9.62,1,0,23,12,11589,20.80%,7432.583813
0,4500,9.88%,B,3 years,20.76,0,3,,6,1792,39.80%,5218.562385
0,6000,7.14%,A,< 1 year,3.42,0,0,,11,6760,12.50%,6392.734833
0,12000,10.62%,B,2 years,24.16,0,0,,12,32751,62.50%,13994.82232
0,15000,10.62%,B,5 years,16.18,0,3,,7,12365,56.20%,17024.27511
0,20000,14.59%,D,10+ years,23.52,0,1,,12,16769,68.70%,23543.43754
0,22000,10.25%,B,5 years,15.46,0,0,,11,17346,18.60%,23375.73581
0,3700,7.74%,A,10+ years,22.99,0,0,,10,18728,42.10%,3770.290729
1,5000,13.48%,C,< 1 year,3.13,0,1,30,2,198,39.60%,5209.83
0,11200,10.62%,B,2 years,15.92,0,0,,4,5455,83.90%,12956.61956
0,24500,13.85%,C,10+ years,21.72,0,0,,9,33313,74.40%,30080.86244
0,10000,13.85%,C,4 years,12.83,0,0,46,14,14592,70.80%,11288.36222
0,20000,14.96%,D,5 years,20.76,0,2,,7,22737,87.40%,22950.55656
0,10800,14.59%,D,10+ years,1.96,0,0,71,5,1713,24.10%,11543.21085
0,15000,10.25%,B,10+ years,14.2,0,1,,16,19962,49%,16885.82311
0,6250,10.99%,B,< 1 year,23.88,0,2,,6,5583,58.80%,7365.605539
1,3800,14.59%,D,< 1 year,19.29,1,1,7,11,17012,91%,1481.55
0,10000,7.51%,A,7 years,10.8,0,3,,15,663,1.70%,11257.73308
0,6000,16.07%,D,9 years,15.39,0,1,,3,4941,98.80%,6901.237007
1,8000,12.73%,C,9 years,5.11,0,0,,4,3878,38.80%,5089.18
0,8000,11.36%,B,3 years,15.04,0,3,,9,21850,56.20%,9441.796661
0,7000,10.62%,B,5 years,18.29,0,1,,15,13571,30.70%,8097.951801
0,5000,10.62%,B,8 years,7.06,0,3,55,6,3780,19.40%,5861.453472
0,12000,15.33%,D,10+ years,20.48,1,3,17,17,88599,60.90%,14653.09324
0,11200,11.14%,B,< 1 year,7.13,0,0,,14,14766,43.90%,12788.78119
0,15000,7.88%,A,10+ years,5.94,0,0,,6,15427,44.70%,15467.97682
0,2500,9.88%,B,10+ years,21.16,0,1,,5,7747,61%,2899.134045
0,6000,10.99%,B,3 years,22.49,0,0,,16,27103,80.70%,6447.005286
0,11000,13.11%,C,2 years,14.58,0,0,,6,5763,60.70%,13240.71386
0,13000,10.25%,B,10+ years,17.22,0,2,,12,48006,56.80%,15156.66159
0,25000,15.33%,D,9 years,16.35,0,2,48,18,38416,59.40%,31119.60725
0,11800,13.11%,C,5 years,20.42,0,0,,18,12764,44.30%,14012.20514
0,10000,14.22%,C,n/a,4.51,0,0,37,9,9696,66.40%,10457.94416
0,6000,7.51%,A,5 years,22.28,0,2,,13,14217,20.20%,6719.794942
1,10000,13.85%,C,10+ years,7.25,0,3,35,23,47134,50.70%,449.76
0,2400,7.14%,A,3 years,12.19,0,0,,7,762,14.10%,2600.534355
0,10000,7.88%,A,2 years,4.84,0,0,,4,9239,46.70%,10476.51951
0,12000,7.88%,A,4 years,3.02,0,2,,10,54526,25.40%,13295.90302
0,5000,13.48%,C,10+ years,2.71,0,0,34,4,3803,37.70%,5965.348953
0,2550,11.36%,B,9 years,18.42,1,1,5,10,8403,21.50%,3021.472899
1,23975,17.93%,E,3 years,23.44,0,0,43,12,92965,61.90%,8688.9
0,17400,7.88%,A,< 1 year,8.12,0,1,,18,8062,8.10%,19594.57436
0,25000,14.96%,D,2 years,18.5,0,2,,14,16641,44.60%,31182.36716
0,10000,12.73%,C,3 years,19.64,0,0,,7,6486,75.40%,12048.91194
0,2500,15.33%,D,< 1 year,4.22,0,1,,4,0,0%,3134.577294
0,1875,10.25%,B,2 years,10.81,0,0,,13,1338,38.20%,2138.396183
0,14000,13.11%,C,1 year,21.34,0,0,,16,17457,71.30%,14153.22
0,3000,17.19%,E,< 1 year,5.13,1,0,2,2,1441,32%,3621.248893
0,6000,7.88%,A,4 years,18.09,0,2,,12,23919,67.60%,6485.656947
0,3700,14.22%,C,n/a,3.36,0,0,,2,1605,45.90%,4566.723907
1,6400,14.22%,C,< 1 year,0.57,0,1,51,3,899,13.20%,1579.51
0,24000,11.36%,B,10+ years,24.7,0,1,,11,47360,79.90%,28435.75922
1,10000,16.45%,E,10+ years,16.97,0,0,44,5,3052,41.80%,8205.05
0,12250,12.73%,C,10+ years,16.63,0,0,,8,6873,41.90%,14613.73173
0,5000,10.25%,B,1 year,1.42,0,1,31,4,245,30.60%,5830.975269
0,10000,7.88%,A,2 years,4.48,0,0,,13,86,0.20%,11261.2474
0,25000,10.62%,B,10+ years,3.45,0,1,,7,42863,0%,28845.99441
0,12000,7.88%,A,4 years,19.6,0,0,,6,46882,29.60%,13513.77256
1,11200,7.88%,A,3 years,19.15,0,0,,9,10485,36.20%,10854.65
1,14400,10.62%,B,5 years,22.43,0,0,,7,10899,84.50%,11721
0,7000,13.48%,C,3 years,11.09,0,0,,11,6923,65.90%,8408.521485
0,15000,9.88%,B,10+ years,6.76,0,0,,11,16223,22.90%,17354.49155
1,10000,14.22%,C,n/a,3.83,2,3,19,3,344,34.40%,7542.37
0,7500,13.85%,C,5 years,14.33,0,1,44,5,4955,88.50%,9226.204862
0,25000,10.99%,B,2 years,0.07,0,0,,5,0,0%,29462.20972
0,7400,13.85%,C,3 years,12.44,0,3,43,10,10619,94%,9085.530064
0,12500,10.25%,B,2 years,11.77,0,1,24,11,3427,16.20%,14573.84652
0,7000,7.51%,A,5 years,17.43,0,0,,13,2701,9.10%,7839.75119
0,8500,7.88%,A,4 years,7.85,0,0,,9,8799,47.80%,9572.43993
0,8000,12.73%,C,1 year,15.26,0,2,,5,33274,97.90%,9516.768229
0,13000,10.25%,B,3 years,17.61,0,0,,9,15818,46.50%,14964.82048
0,18000,16.45%,E,10+ years,6.77,0,3,,29,31244,20.80%,19398.45875
0,6000,12.73%,C,n/a,12.8,0,0,71,7,7088,63.30%,7250.827336
1,18000,13.85%,C,7 years,13.59,0,0,,13,19994,49.40%,20518.49311
0,9000,7.14%,A,4 years,10.04,0,0,,12,17107,35.60%,10024.64728
0,20000,12.73%,C,4 years,7.91,0,1,,8,15864,96.90%,24247.04849
0,12000,16.45%,E,2 years,10.05,0,0,,8,22215,90.30%,15284.00602
0,23500,10.99%,B,4 years,0.67,0,1,,5,0,0%,27694.29876
0,10000,7.51%,A,9 years,5.96,0,2,,6,202,1.30%,10554.49499
0,5000,7.14%,A,2 years,8.33,0,0,,6,28209,58.40%,5029.9
0,12000,10.99%,B,9 years,4.47,0,0,81,4,13855,42.50%,13444.62837
0,15000,9.88%,B,4 years,0.21,0,0,,6,365,3.70%,15123.97135
0,3200,10.25%,B,10+ years,2.51,0,1,,2,8497,73.20%,3728.04931
0,5000,7.51%,A,< 1 year,3.6,0,1,,4,1574,10.20%,5599.821787
0,15200,10.99%,B,3 years,8.56,0,1,,11,13402,23.30%,15985.60414
1,15000,13.85%,C,< 1 year,16.24,0,1,72,8,14153,95.60%,4602.06
1,15000,14.96%,D,10+ years,14.14,0,1,,6,7186,55.70%,10731.03
0,20000,13.85%,C,2 years,8.16,0,2,30,12,3153,28.90%,24007.08371
0,13000,13.85%,C,9 years,13.9,0,1,64,7,20437,73.50%,14568.11285
0,12000,13.48%,C,10+ years,11.18,0,1,68,6,1392,13.90%,14655.85661
0,20000,10.25%,B,2 years,16.32,0,0,,7,2526,26.30%,22393.54151
1,20000,13.11%,C,10+ years,9.21,1,0,21,5,28651,92.40%,14693.65
0,6000,16.45%,E,3 years,15.13,0,0,,4,7886,98.60%,7460.385814
0,7500,11.36%,B,10+ years,18.87,0,1,54,12,14225,53.70%,8427.462849
0,1600,6.76%,A,3 years,3.65,0,4,,6,6955,14.60%,1724.788107
0,8500,17.19%,E,5 years,7.86,1,3,19,11,15350,84%,10939.18321
0,20000,13.85%,C,< 1 year,13.61,0,1,,8,22061,91.90%,24439.78925
0,11500,7.88%,A,3 years,4.96,0,0,43,7,12564,39.30%,12950.56991
0,11000,15.33%,D,10+ years,24.12,0,2,,22,18107,68.80%,13791.96818
0,7200,7.88%,A,2 years,19.47,0,1,,12,10861,57.50%,8055.706499
1,16000,12.73%,C,3 years,19.29,0,0,,4,12790,49.80%,10907
0,14500,7.51%,A,4 years,17.8,0,0,,10,7353,26.70%,16048.05525
0,14000,10.62%,B,8 years,18.07,0,1,,8,7292,65.10%,16410.63864
0,4000,14.22%,C,< 1 year,2.4,0,1,,2,1088,51.80%,4973.674628
0,15000,13.85%,C,< 1 year,12.74,0,2,,16,21113,72.60%,18398.94512
0,12000,14.22%,C,10+ years,13.93,1,2,22,8,7642,94.40%,14392.19813
0,25000,10.25%,B,n/a,0.13,0,1,,11,6330,8.40%,28940.07933
0,16750,15.33%,D,1 year,15.73,0,1,,19,15353,84.40%,16964.19
1,18000,13.11%,C,8 years,10.25,0,0,33,9,8613,40.60%,13319.57
0,10000,15.70%,D,10+ years,23.63,2,0,9,8,10586,63.80%,12604.88734
0,20000,13.48%,C,3 years,10.89,0,0,,7,15537,81.80%,24425.59412
0,2100,13.48%,C,< 1 year,3.7,0,1,32,16,1103,36.80%,2564.678521
0,8000,10.25%,B,< 1 year,16.87,0,0,,8,7095,47%,9365.43241
0,12000,13.11%,C,3 years,22.43,0,0,59,10,10337,61.90%,14299.18351
0,6000,10.25%,B,1 year,21.9,0,3,,9,6809,42.30%,7015.498497
0,4750,10.25%,B,1 year,14.62,0,1,,8,5905,64.20%,5538.091428
0,5000,7.14%,A,10+ years,7.46,0,2,,11,26110,40.40%,5559.94825
0,3000,7.51%,A,1 year,14.55,0,4,,6,1932,24.10%,3262.852042
0,21000,10.99%,B,3 years,18.82,0,3,,4,31503,60.60%,24715.06749
0,6000,7.51%,A,10+ years,1.46,0,1,,5,10817,49.60%,6719.762347
0,4000,10.25%,B,4 years,4.2,0,1,,4,3276,42%,4162.621269
0,22000,11.36%,B,< 1 year,8.51,0,0,35,6,20418,74.80%,26066.36289
0,10000,7.88%,A,2 years,19.77,0,2,,9,15664,62.70%,11188.47537
0,12000,7.88%,A,< 1 year,6.67,0,0,,6,0,0%,13753.99058
0,19000,10.62%,B,7 years,13.29,0,1,,11,14462,36.10%,22271.79125
0,6500,7.88%,A,10+ years,23.09,0,1,36,9,16559,31.70%,6845.611939
0,20000,11.36%,B,10+ years,8.25,4,1,3,20,30987,48.40%,23696.6417
0,10000,13.85%,C,5 years,7.89,0,0,29,5,0,0%,12278.24384
0,12000,14.59%,D,8 years,15.36,2,0,10,16,30232,67.30%,14889.25823
0,24000,10.25%,B,10+ years,7.59,0,0,,7,14882,28.20%,27974.13036
1,4750,13.85%,C,< 1 year,11.64,1,0,22,4,5166,86.10%,1312.63
0,9800,7.88%,A,10+ years,7.95,0,0,,6,11723,34.50%,11036.18984
0,2100,13.11%,C,< 1 year,19.04,0,0,39,7,4285,62.10%,2484.354982
0,15000,16.45%,E,3 years,11.02,0,0,,8,16478,84.90%,15982.93465
0,24250,11.36%,B,2 years,13.73,0,0,,11,28237,59.70%,28576.55435
0,11500,11.36%,B,3 years,22.68,1,1,14,8,946,9%,13689.68594
0,7000,7.14%,A,< 1 year,14.85,0,0,,7,268,0.70%,7727.497061
0,20000,10.62%,B,4 years,19.17,0,1,,9,11141,48%,20177.89
0,10500,15.33%,D,10+ years,14.3,0,0,,8,14726,92.60%,13166.90143
0,2500,6.76%,A,6 years,2.38,0,2,30,6,1988,13.30%,2769.319296
0,9000,7.51%,A,3 years,16.29,0,0,,7,4688,16.40%,9210.481697
0,15000,9.88%,B,10+ years,12,0,0,,14,15146,24.80%,16679.59668
0,15000,9.88%,B,5 years,7.69,0,0,,6,8816,23.80%,17394.45939
0,1300,14.96%,D,10+ years,16,3,0,3,7,8856,90%,1405.76002
0,16000,16.07%,D,10+ years,12.74,2,1,12,29,9653,9.70%,19628.81464
0,4000,16.45%,E,2 years,16.88,0,0,,6,4701,72.30%,4929.329139
1,13000,16.07%,D,1 year,23.85,1,0,23,10,8373,57%,1826.64
0,12000,10.25%,B,< 1 year,18.56,0,2,,15,15173,41.60%,13990.72547
0,15000,9.88%,B,9 years,16.41,0,0,,6,6919,26.50%,17354.49214
0,4800,13.22%,C,2 years,15.17,0,0,,7,6354,74.80%,5273.131407
0,4000,13.57%,C,< 1 year,8.71,0,1,,13,8328,11%,4892.074577
0,9800,8.59%,A,3 years,14.99,0,0,,12,5164,11.90%,10863.92883
0,7500,17.04%,E,7 years,4.92,0,0,,3,8398,76.30%,9261.569518
0,2000,7.74%,A,< 1 year,14.9,0,0,34,5,2234,21.60%,2072.751321
0,5600,14.61%,D,10+ years,17.58,1,0,15,6,1182,39.40%,6950.643771
0,6500,8.94%,A,10+ years,16.45,0,0,,9,12658,53.40%,7435.027901
0,15000,14.61%,D,< 1 year,9.17,0,2,,8,0,,18617.15142
0,3000,12.18%,B,5 years,20.04,0,1,,13,3832,66.10%,3561.120401
0,10000,11.83%,B,1 year,13.84,0,0,,7,12375,76.60%,11096.12947
0,2000,11.48%,B,9 years,14.25,0,2,,7,179,59.70%,2373.865997
0,9600,12.18%,B,3 years,3.84,0,5,,4,0,0%,10875.10431
0,13000,13.22%,C,5 years,22.53,0,0,,3,6580,88.30%,15819.32382
0,16000,16.35%,E,9 years,24.8,0,1,,25,17353,45.40%,17786.00075
0,8000,8.59%,A,8 years,4.8,0,1,,11,8903,21.40%,8532.579661
0,4500,11.83%,B,< 1 year,9.17,0,2,,7,2832,36.80%,5368.145768
0,16525,13.92%,C,9 years,14.09,0,1,,10,17357,83.90%,18123.70168
0,1500,13.92%,C,5 years,17.04,0,2,,8,4376,93.10%,1779.172746
0,25000,15.31%,D,3 years,7.21,0,0,,9,28406,45%,29587.08161
0,17600,14.26%,C,8 years,8.73,0,0,,6,19281,89.70%,21764.77522
0,12000,16.35%,E,10+ years,5.64,0,0,70,6,7472,97%,13635.38828
1,2000,19.13%,F,< 1 year,17.28,1,1,2,6,11132,98.50%,2176.46
0,12000,11.14%,B,5 years,2.37,0,0,,13,10944,29.80%,13755.43411
0,8000,14.96%,D,6 years,5.65,2,1,9,8,12080,74.10%,9978.123308
1,8000,12.53%,B,3 years,10.37,0,0,70,13,8301,79.80%,4809.17
0,3600,11.48%,B,3 years,11.23,0,0,,4,1866,74.60%,4256.029818
0,25000,12.53%,B,5 years,11.13,0,5,,12,40327,54.80%,30120.20508
0,7500,13.22%,C,7 years,15.56,0,1,56,10,4552,25.60%,9109.948903
0,24250,15.65%,D,4 years,1.1,0,0,39,3,2883,31%,27763.57319
0,6000,12.87%,C,2 years,8.7,0,0,49,5,3374,63.70%,6803.506927
0,4000,7.74%,A,3 years,1.83,0,1,,6,4370,21%,4495.712933
0,6000,14.26%,C,< 1 year,0.87,0,0,,2,422,7.70%,7449.175094
0,6000,7.74%,A,10+ years,4.7,0,0,,6,4378,27.40%,6039.6
0,17600,16.35%,E,7 years,17.35,0,0,24,16,14555,70%,20456.5054
0,10000,11.83%,B,2 years,0.54,0,0,,4,554,14.20%,11929.41992
0,8400,13.22%,C,1 year,2.3,1,1,22,5,2047,27.70%,9774.667169
0,7000,11.14%,B,1 year,21.99,0,1,,7,6823,71.10%,8131.291513
1,7750,12.87%,C,4 years,22.42,0,0,24,6,7751,52.70%,2605.4
0,12500,6.00%,D,6 years,9.98,1,3,11,8,10844,68.60%,15845.83826
0,5000,13.92%,C,< 1 year,5.68,0,1,,5,4324,86.50%,6144.675595
0,10000,8.94%,A,< 1 year,6.61,0,0,,10,3,0%,11438.06633
0,20000,11.83%,B,2 years,19.93,0,2,,9,41347,56.60%,23858.84185
0,10000,11.48%,B,1 year,23.41,0,0,,8,9430,45.30%,11724.06946
1,20000,12.87%,C,10+ years,0.23,0,3,,3,41,0.20%,4032.42
0,6000,13.22%,C,2 years,22.32,0,0,,5,7115,76.50%,7255.539875
0,7500,13.22%,C,1 year,24.23,0,1,,5,3290,50.60%,9126.618606
0,4175,7.74%,A,1 year,8.98,0,1,,10,1357,4.20%,4638.548776
0,5000,7.74%,A,10+ years,10.98,0,3,,7,11305,52.60%,5619.920024
1,19600,15.65%,D,10+ years,13.58,0,0,,14,11189,65.10%,2055
0,24250,12.53%,B,3 years,13.89,0,2,,15,43922,65.70%,29216.36222
0,5400,14.61%,D,10+ years,4.8,0,0,,3,3713,77.40%,6655.833584
0,21000,11.48%,B,4 years,15.63,0,1,,6,23860,55.50%,24925.05243
1,7750,17.04%,E,2 years,2.24,2,0,10,2,984,98.40%,409.57
0,10000,12.87%,C,3 years,12.64,0,2,33,13,9123,50.20%,12104.95929
0,25000,15.65%,D,1 year,7.36,0,0,,7,0,0%,31488.12533
0,13000,8.59%,A,10+ years,18.35,0,2,,18,6031,5.80%,14034.75311
0,5000,7.74%,A,3 years,7.96,0,0,,16,3067,11.90%,5619.904566
0,2500,13.57%,C,5 years,13.5,0,2,58,5,2542,29.90%,2727.339954
1,3600,14.26%,C,5 years,2.24,0,3,,4,105418,66.20%,646.33
0,10450,13.57%,C,< 1 year,22.1,0,2,,10,12384,55.80%,12779.68873
1,5000,8.59%,A,9 years,12.59,0,1,,11,8119,23.90%,4942.09
0,19750,13.92%,C,10+ years,14.13,4,0,11,6,1466,16.90%,21242.77426
0,11000,13.22%,C,4 years,15.54,0,1,35,13,11922,62.70%,13385.56831
0,6000,19.13%,F,2 years,0.38,1,2,20,4,234,3.30%,7931.970381
0,12000,8.94%,A,3 years,6.19,0,0,,11,24907,45.30%,13722.83456
0,16000,14.26%,C,10+ years,18.87,0,0,34,14,33587,45.60%,19760.66343
0,3200,11.48%,B,2 years,21.43,0,1,,14,11262,27.10%,3744.493749
1,5000,11.48%,B,< 1 year,9.92,0,0,,5,452,90.40%,884.37
0,3000,11.48%,B,1 year,3.05,0,1,,6,3738,30.40%,3557.760466
0,1000,12.18%,B,2 years,13.56,0,3,,8,13781,65.80%,1039.2
0,8000,8.94%,A,< 1 year,21.41,0,1,24,7,3276,11.30%,9150.686817
0,20000,11.83%,B,< 1 year,6.72,0,0,65,18,4070,19.50%,20197.7
0,13500,11.83%,B,< 1 year,22.54,0,0,,10,13813,52.70%,16103.9726
0,18000,8.94%,A,10+ years,4.64,0,0,,8,2347,9.90%,20588.79495
0,7500,12.18%,B,2 years,0,0,3,,5,0,0%,8991.60905
0,7800,8.94%,A,5 years,12.95,0,0,,9,20035,65.40%,8588.243271
0,24250,12.87%,C,< 1 year,13.52,0,0,,13,28056,57%,29296.8931
1,6000,16.70%,E,3 years,0.76,0,0,67,3,981,89.20%,4924.99
0,14900,13.57%,C,2 years,12,0,1,28,7,15445,78%,17860.74252
0,4300,11.83%,B,4 years,17.63,0,2,58,15,15050,28.90%,5129.666372
0,12000,13.57%,C,3 years,21.77,0,2,28,10,7263,60%,14670.42128
0,12000,12.87%,C,5 years,14.98,0,0,,5,7060,71.80%,14123.18844
1,15000,12.18%,B,< 1 year,2.18,0,0,,4,4509,60.10%,14383.43
0,5600,13.22%,C,8 years,3.31,0,0,26,4,3860,68.90%,6814.43291
0,9000,8.94%,A,< 1 year,8.97,0,1,,14,4051,13.60%,9258.628753
0,15000,15.31%,D,10+ years,16.79,0,1,,9,51605,97.90%,17274.13327
0,25000,12.53%,B,10+ years,6.9,1,2,11,8,22180,55.90%,27720.84452
0,20000,11.83%,B,5 years,13.87,0,0,77,9,11179,3.50%,23857.60572
0,15000,16.00%,D,7 years,11.13,2,2,14,13,14337,56.40%,18985.56107
0,10000,14.61%,D,5 years,8.46,0,1,60,7,3088,14.10%,10359.9921
0,25000,15.31%,D,10+ years,1.35,2,1,11,7,0,0%,31335.05924
0,14000,13.57%,C,6 years,16.34,0,1,51,16,11889,54.80%,16781.93109
0,4000,12.18%,B,3 years,11.87,0,0,32,9,4254,64.50%,4795.398246
0,7400,12.53%,B,5 years,7.47,0,0,,4,24344,65.80%,8205.421805
